CustomerID,ReasonForLeaving,OverallExperience,SpecificIssues,Suggestions,FollowUp,ChurnType
CUST107664,None,Very Dissatisfied,None,None,No,Loyal
CUST107665,None,Very Satisfied,None,None,No,Active
CUST107666,None,Neutral,None,None,No,Active
CUST107667,None,Dissatisfied,None,None,No,Active
CUST107668,None,Dissatisfied,None,None,No,Engaged
CUST107669,None,Dissatisfied,None,None,No,Engaged
CUST107670,None,Very Dissatisfied,None,None,No,Engaged
CUST107671,None,Neutral,None,None,No,Loyal
CUST107672,None,Very Dissatisfied,None,None,No,Loyal
CUST107673,None,Very Dissatisfied,None,None,No,Active
CUST107674,None,Very Satisfied,None,None,No,Active
CUST107675,None,Very Satisfied,None,None,No,Loyal
CUST107676,Better options elsewhere,Very Satisfied,Customer service problems,Lower prices,No,Involuntary
CUST107677,None,Very Dissatisfied,None,None,No,Active
CUST107678,None,Neutral,None,None,No,Engaged
CUST107679,None,Very Dissatisfied,None,None,No,Engaged
CUST107680,None,Very Satisfied,None,None,No,Loyal
CUST107681,None,Very Satisfied,None,None,No,Engaged
CUST107682,Poor product quality,Very Satisfied,Late deliveries,Improve product quality,No,Involuntary
CUST107683,None,Dissatisfied,None,None,No,Engaged
CUST107684,High prices,Dissatisfied,Customer service problems,Increase selection,No,Inactive
CUST107685,Better options elsewhere,Dissatisfied,Damaged products,Increase selection,Yes,Inactive
CUST107686,None,Neutral,None,None,No,Engaged
CUST107687,Delivery issues,Very Dissatisfied,Damaged products,Increase selection,Yes,Voluntary
CUST107688,None,Very Dissatisfied,None,None,No,Loyal
CUST107689,None,Neutral,None,None,No,Active
CUST107690,None,Very Satisfied,None,None,No,Engaged
CUST107691,None,Very Satisfied,None,None,No,Loyal
CUST107692,None,Satisfied,None,None,No,Engaged
CUST107693,None,Very Dissatisfied,None,None,No,Engaged
CUST107694,Limited selection,Satisfied,Damaged products,Lower prices,Yes,Inactive
CUST107695,None,Very Satisfied,None,None,No,Engaged
CUST107696,None,Very Satisfied,None,None,No,Engaged
CUST107697,None,Neutral,None,None,No,Loyal
CUST107698,None,Neutral,None,None,No,Active
CUST107699,None,Neutral,None,None,No,Engaged
CUST107700,None,Very Satisfied,None,None,No,Active
CUST107701,None,Neutral,None,None,No,Loyal
CUST107702,None,Very Dissatisfied,None,None,No,Loyal
CUST107703,Limited selection,Very Dissatisfied,Damaged products,Enhance delivery service,Yes,Downgrade
CUST107704,Better options elsewhere,Neutral,Damaged products,Better customer support,No,Voluntary
CUST107705,None,Very Dissatisfied,None,None,No,Active
CUST107706,None,Very Dissatisfied,None,None,No,Loyal
CUST107707,None,Very Satisfied,None,None,No,Active
CUST107708,None,Dissatisfied,None,None,No,Engaged
CUST107709,None,Dissatisfied,None,None,No,Loyal
CUST107710,None,Neutral,None,None,No,Active
CUST107711,None,Neutral,None,None,No,Loyal
CUST107712,None,Very Dissatisfied,None,None,No,Engaged
CUST107713,None,Very Satisfied,None,None,No,Active
CUST107714,None,Satisfied,None,None,No,Engaged
CUST107715,None,Very Dissatisfied,None,None,No,Loyal
CUST107716,None,Satisfied,None,None,No,Loyal
CUST107717,Poor product quality,Very Satisfied,Payment issues,Better customer support,Yes,Involuntary
CUST107718,None,Neutral,None,None,No,Loyal
CUST107719,None,Dissatisfied,None,None,No,Loyal
CUST107720,None,Very Dissatisfied,None,None,No,Loyal
CUST107721,None,Dissatisfied,None,None,No,Loyal
CUST107722,Delivery issues,Very Satisfied,None,Improve product quality,No,Voluntary
CUST107723,None,Very Satisfied,None,None,No,Loyal
CUST107724,None,Satisfied,None,None,No,Engaged
CUST107725,None,Satisfied,None,None,No,Active
CUST107726,None,Dissatisfied,None,None,No,Loyal
CUST107727,None,Very Dissatisfied,None,None,No,Engaged
CUST107728,None,Very Dissatisfied,None,None,No,Loyal
CUST107729,None,Satisfied,None,None,No,Engaged
CUST107730,None,Dissatisfied,None,None,No,Loyal
CUST107731,Poor product quality,Very Satisfied,Damaged products,Lower prices,No,Downgrade
CUST107732,None,Very Satisfied,None,None,No,Active
CUST107733,None,Satisfied,None,None,No,Loyal
CUST107734,None,Neutral,None,None,No,Engaged
CUST107735,None,Satisfied,None,None,No,Engaged
CUST107736,Other,Very Satisfied,Payment issues,Lower prices,Yes,Involuntary
CUST107737,None,Dissatisfied,None,None,No,Engaged
CUST107738,None,Very Dissatisfied,None,None,No,Active
CUST107739,None,Very Dissatisfied,None,None,No,Loyal
CUST107740,High prices,Satisfied,Customer service problems,Increase selection,Yes,Downgrade
CUST107741,None,Neutral,None,None,No,Engaged
CUST107742,None,Very Dissatisfied,None,None,No,Engaged
CUST107743,None,Satisfied,None,None,No,Active
CUST107744,None,Very Dissatisfied,None,None,No,Active
CUST107745,None,Very Satisfied,None,None,No,Engaged
CUST107746,None,Very Satisfied,None,None,No,Engaged
CUST107747,None,Very Satisfied,None,None,No,Active
CUST107748,Better options elsewhere,Very Dissatisfied,Customer service problems,Better customer support,No,Voluntary
CUST107749,None,Very Satisfied,None,None,No,Engaged
CUST107750,None,Satisfied,None,None,No,Engaged
CUST107751,Limited selection,Satisfied,Payment issues,Enhance delivery service,Yes,Involuntary
CUST107752,Poor product quality,Neutral,None,Improve product quality,Yes,Downgrade
CUST107753,None,Satisfied,None,None,No,Engaged
CUST107754,None,Very Satisfied,None,None,No,Engaged
CUST107755,None,Satisfied,None,None,No,Active
CUST107756,None,Neutral,None,None,No,Active
CUST107757,None,Very Satisfied,None,None,No,Loyal
CUST107758,None,Very Dissatisfied,None,None,No,Active
CUST107759,High prices,Dissatisfied,Payment issues,Improve product quality,Yes,Downgrade
CUST107760,Better options elsewhere,Satisfied,Payment issues,Better customer support,No,Voluntary
CUST107761,Other,Neutral,Customer service problems,Lower prices,Yes,Involuntary
CUST107762,None,Neutral,None,None,No,Loyal
CUST107763,None,Dissatisfied,None,None,No,Loyal
CUST107764,None,Neutral,None,None,No,Active
CUST107765,None,Dissatisfied,None,None,No,Engaged
CUST107766,None,Very Dissatisfied,None,None,No,Engaged
CUST107767,None,Satisfied,None,None,No,Active
CUST107768,None,Dissatisfied,None,None,No,Active
CUST107769,Poor product quality,Neutral,Damaged products,Increase selection,No,Voluntary
CUST107770,None,Very Dissatisfied,None,None,No,Engaged
CUST107771,None,Satisfied,None,None,No,Loyal
CUST107772,None,Neutral,None,None,No,Loyal
CUST107773,High prices,Very Satisfied,Late deliveries,Improve product quality,Yes,Voluntary
CUST107774,None,Satisfied,None,None,No,Loyal
CUST107775,None,Dissatisfied,None,None,No,Active
CUST107776,Other,Satisfied,Damaged products,Lower prices,Yes,Downgrade
CUST107777,Poor product quality,Neutral,Late deliveries,Improve product quality,No,Inactive
CUST107778,None,Satisfied,None,None,No,Loyal
CUST107779,None,Dissatisfied,None,None,No,Engaged
CUST107780,None,Neutral,None,None,No,Loyal
CUST107781,None,Satisfied,None,None,No,Loyal
CUST107782,None,Very Dissatisfied,None,None,No,Loyal
CUST107783,None,Very Dissatisfied,None,None,No,Engaged
CUST107784,None,Neutral,None,None,No,Active
CUST107785,None,Dissatisfied,None,None,No,Engaged
CUST107786,None,Very Dissatisfied,None,None,No,Active
CUST107787,High prices,Very Dissatisfied,Payment issues,Increase selection,Yes,Downgrade
CUST107788,None,Dissatisfied,None,None,No,Engaged
CUST107789,None,Dissatisfied,None,None,No,Loyal
CUST107790,None,Dissatisfied,None,None,No,Active
CUST107791,None,Dissatisfied,None,None,No,Active
CUST107792,None,Very Satisfied,None,None,No,Engaged
CUST107793,None,Satisfied,None,None,No,Loyal
CUST107794,None,Neutral,None,None,No,Active
CUST107795,None,Dissatisfied,None,None,No,Loyal
CUST107796,High prices,Dissatisfied,Late deliveries,Improve product quality,Yes,Downgrade
CUST107797,None,Very Satisfied,None,None,No,Engaged
CUST107798,None,Very Dissatisfied,None,None,No,Loyal
CUST107799,Better options elsewhere,Very Satisfied,Damaged products,Improve product quality,No,Involuntary
CUST107800,None,Satisfied,None,None,No,Loyal
CUST107801,Better options elsewhere,Dissatisfied,Customer service problems,Better customer support,Yes,Inactive
CUST107802,None,Dissatisfied,None,None,No,Loyal
CUST107803,None,Dissatisfied,None,None,No,Active
CUST107804,Better options elsewhere,Neutral,Customer service problems,Enhance delivery service,No,Inactive
CUST107805,None,Satisfied,None,None,No,Active
CUST107806,None,Satisfied,None,None,No,Active
CUST107807,None,Very Dissatisfied,None,None,No,Loyal
CUST107808,None,Neutral,None,None,No,Engaged
CUST107809,None,Satisfied,None,None,No,Engaged
CUST107810,None,Very Satisfied,None,None,No,Active
CUST107811,None,Dissatisfied,None,None,No,Loyal
CUST107812,None,Dissatisfied,None,None,No,Active
CUST107813,None,Very Dissatisfied,None,None,No,Active
CUST107814,None,Very Satisfied,None,None,No,Active
CUST107815,None,Neutral,None,None,No,Engaged
CUST107816,None,Satisfied,None,None,No,Engaged
CUST107817,None,Very Satisfied,None,None,No,Active
CUST107818,Limited selection,Satisfied,Damaged products,Better customer support,Yes,Downgrade
CUST107819,None,Dissatisfied,None,None,No,Loyal
CUST107820,None,Dissatisfied,None,None,No,Engaged
CUST107821,None,Very Satisfied,None,None,No,Active
CUST107822,None,Satisfied,None,None,No,Loyal
CUST107823,None,Very Satisfied,None,None,No,Active
CUST107824,None,Dissatisfied,None,None,No,Loyal
CUST107825,None,Neutral,None,None,No,Loyal
CUST107826,None,Dissatisfied,None,None,No,Loyal
CUST107827,None,Very Dissatisfied,None,None,No,Active
CUST107828,Limited selection,Neutral,Late deliveries,Increase selection,Yes,Inactive
CUST107829,None,Dissatisfied,None,None,No,Loyal
CUST107830,None,Satisfied,None,None,No,Loyal
CUST107831,None,Dissatisfied,None,None,No,Engaged
CUST107832,None,Very Dissatisfied,None,None,No,Active
CUST107833,None,Very Dissatisfied,None,None,No,Loyal
CUST107834,None,Satisfied,None,None,No,Engaged
CUST107835,None,Satisfied,None,None,No,Engaged
CUST107836,None,Very Satisfied,None,None,No,Engaged
CUST107837,None,Very Dissatisfied,None,None,No,Engaged
CUST107838,Limited selection,Very Satisfied,None,Better customer support,Yes,Inactive
CUST107839,None,Dissatisfied,None,None,No,Active
CUST107840,None,Very Dissatisfied,None,None,No,Engaged
CUST107841,None,Very Dissatisfied,None,None,No,Loyal
CUST107842,None,Dissatisfied,None,None,No,Loyal
CUST107843,None,Satisfied,None,None,No,Loyal
CUST107844,None,Very Dissatisfied,None,None,No,Engaged
CUST107845,High prices,Dissatisfied,Customer service problems,Increase selection,No,Involuntary
CUST107846,None,Very Dissatisfied,None,None,No,Loyal
CUST107847,None,Satisfied,None,None,No,Engaged
CUST107848,None,Neutral,None,None,No,Active
CUST107849,None,Satisfied,None,None,No,Loyal
CUST107850,None,Neutral,None,None,No,Active
CUST107851,None,Dissatisfied,None,None,No,Loyal
CUST107852,High prices,Very Dissatisfied,Customer service problems,Enhance delivery service,Yes,Downgrade
CUST107853,None,Dissatisfied,None,None,No,Engaged
CUST107854,None,Satisfied,None,None,No,Engaged
CUST107855,None,Very Satisfied,None,None,No,Engaged
CUST107856,None,Very Satisfied,None,None,No,Loyal
CUST107857,None,Very Dissatisfied,None,None,No,Engaged
CUST107858,Delivery issues,Very Dissatisfied,Damaged products,Enhance delivery service,Yes,Voluntary
CUST107859,None,Very Satisfied,None,None,No,Engaged
CUST107860,None,Very Dissatisfied,None,None,No,Loyal
CUST107861,None,Very Satisfied,None,None,No,Active
CUST107862,None,Very Satisfied,None,None,No,Loyal
CUST107863,None,Satisfied,None,None,No,Loyal
CUST107864,None,Very Satisfied,None,None,No,Active
CUST107865,None,Neutral,None,None,No,Engaged
CUST107866,None,Satisfied,None,None,No,Active
CUST107867,None,Very Satisfied,None,None,No,Loyal
CUST107868,None,Very Satisfied,None,None,No,Loyal
CUST107869,None,Satisfied,None,None,No,Active
CUST107870,None,Satisfied,None,None,No,Loyal
CUST107871,None,Satisfied,None,None,No,Active
CUST107872,None,Neutral,None,None,No,Active
CUST107873,None,Satisfied,None,None,No,Active
CUST107874,Poor product quality,Neutral,None,Increase selection,Yes,Voluntary
CUST107875,None,Very Satisfied,None,None,No,Engaged
CUST107876,None,Dissatisfied,None,None,No,Engaged
CUST107877,Poor product quality,Very Dissatisfied,Late deliveries,Lower prices,Yes,Involuntary
CUST107878,None,Satisfied,None,None,No,Loyal
CUST107879,None,Satisfied,None,None,No,Engaged
CUST107880,None,Satisfied,None,None,No,Loyal
CUST107881,None,Very Satisfied,None,None,No,Active
CUST107882,None,Dissatisfied,None,None,No,Engaged
CUST107883,None,Dissatisfied,None,None,No,Engaged
CUST107884,None,Dissatisfied,None,None,No,Loyal
CUST107885,None,Dissatisfied,None,None,No,Loyal
CUST107886,None,Neutral,None,None,No,Loyal
CUST107887,None,Neutral,None,None,No,Loyal
CUST107888,None,Neutral,None,None,No,Active
CUST107889,None,Satisfied,None,None,No,Engaged
CUST107890,None,Very Dissatisfied,None,None,No,Active
CUST107891,None,Satisfied,None,None,No,Active
CUST107892,Delivery issues,Dissatisfied,Damaged products,Better customer support,Yes,Involuntary
CUST107893,None,Satisfied,None,None,No,Loyal
CUST107894,None,Dissatisfied,None,None,No,Engaged
CUST107895,None,Very Dissatisfied,None,None,No,Engaged
CUST107896,Delivery issues,Dissatisfied,Payment issues,Improve product quality,Yes,Voluntary
CUST107897,None,Very Dissatisfied,None,None,No,Loyal
CUST107898,Poor product quality,Dissatisfied,Payment issues,Lower prices,Yes,Downgrade
CUST107899,None,Very Dissatisfied,None,None,No,Engaged
CUST107900,None,Satisfied,None,None,No,Loyal
CUST107901,Other,Very Dissatisfied,None,Improve product quality,No,Downgrade
CUST107902,None,Very Satisfied,None,None,No,Engaged
CUST107903,None,Very Satisfied,None,None,No,Loyal
CUST107904,None,Very Satisfied,None,None,No,Active
CUST107905,None,Neutral,None,None,No,Loyal
CUST107906,None,Satisfied,None,None,No,Active
CUST107907,None,Satisfied,None,None,No,Active
CUST107908,None,Very Satisfied,None,None,No,Loyal
CUST107909,Better options elsewhere,Neutral,Late deliveries,Increase selection,No,Voluntary
CUST107910,None,Satisfied,None,None,No,Loyal
CUST107911,None,Dissatisfied,None,None,No,Loyal
CUST107912,None,Satisfied,None,None,No,Loyal
CUST107913,None,Very Satisfied,None,None,No,Loyal
CUST107914,None,Very Dissatisfied,None,None,No,Loyal
CUST107915,None,Neutral,None,None,No,Engaged
CUST107916,Poor product quality,Very Satisfied,Payment issues,Better customer support,No,Involuntary
CUST107917,None,Very Satisfied,None,None,No,Loyal
CUST107918,Better options elsewhere,Dissatisfied,Damaged products,Increase selection,No,Inactive
CUST107919,None,Very Dissatisfied,None,None,No,Engaged
CUST107920,None,Dissatisfied,None,None,No,Active
CUST107921,Delivery issues,Very Dissatisfied,Customer service problems,Increase selection,Yes,Voluntary
CUST107922,None,Neutral,None,None,No,Active
CUST107923,None,Satisfied,None,None,No,Engaged
CUST107924,High prices,Dissatisfied,Late deliveries,Improve product quality,No,Downgrade
CUST107925,None,Very Dissatisfied,None,None,No,Engaged
CUST107926,Better options elsewhere,Very Dissatisfied,None,Increase selection,No,Voluntary
CUST107927,None,Satisfied,None,None,No,Engaged
CUST107928,None,Very Dissatisfied,None,None,No,Loyal
CUST107929,None,Dissatisfied,None,None,No,Loyal
CUST107930,None,Satisfied,None,None,No,Loyal
CUST107931,Delivery issues,Very Dissatisfied,Payment issues,Lower prices,Yes,Downgrade
CUST107932,None,Neutral,None,None,No,Loyal
CUST107933,None,Very Satisfied,None,None,No,Engaged
CUST107934,Delivery issues,Satisfied,Damaged products,Better customer support,No,Involuntary
CUST107935,None,Very Dissatisfied,None,None,No,Engaged
CUST107936,Poor product quality,Dissatisfied,Payment issues,Better customer support,No,Downgrade
CUST107937,None,Dissatisfied,None,None,No,Loyal
CUST107938,None,Very Dissatisfied,None,None,No,Loyal
CUST107939,None,Very Dissatisfied,None,None,No,Active
CUST107940,None,Dissatisfied,None,None,No,Active
CUST107941,None,Very Dissatisfied,None,None,No,Loyal
CUST107942,None,Satisfied,None,None,No,Loyal
CUST107943,None,Satisfied,None,None,No,Engaged
CUST107944,None,Neutral,None,None,No,Active
CUST107945,None,Very Dissatisfied,None,None,No,Engaged
CUST107946,None,Neutral,None,None,No,Active
CUST107947,None,Dissatisfied,None,None,No,Engaged
CUST107948,None,Neutral,None,None,No,Engaged
CUST107949,None,Very Satisfied,None,None,No,Active
CUST107950,None,Very Dissatisfied,None,None,No,Engaged
CUST107951,None,Very Dissatisfied,None,None,No,Active
CUST107952,None,Neutral,None,None,No,Active
CUST107953,None,Satisfied,None,None,No,Engaged
CUST107954,None,Very Satisfied,None,None,No,Loyal
CUST107955,None,Very Dissatisfied,None,None,No,Active
CUST107956,None,Very Satisfied,None,None,No,Engaged
CUST107957,None,Very Dissatisfied,None,None,No,Loyal
CUST107958,None,Very Satisfied,None,None,No,Loyal
